Model,Year,Price,Additions,Previous Owners,Offered,Payment Method,Number of Passengers,Car Mileage,Engine Power,Glass,Transmission Type,Car License,Car Origin,Fuel Type,Car Color,Third Party,Comprehensive (Vehicle Body),Total Insurance
مرسيدس  515,2007,85000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, وسادة حماية هوائية",,للبيع فقط,نقدا فقط,6+1,0,3000,الكتروني,عادي,فلسطينية,خصوصي,ديزل,أبيض,1690,1488,3178
سكودا كودياك,2018,98000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فرش جلد",0,للبيع فقط,نقدا فقط,4+1,117000,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,أزرق,1340,1716,3055
كيا بيكانتو,2016,45000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",١,للبيع أو التبديل,إمكانية التقسيط,4+1,65000,1000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,فيراني,935,1000,1935
معرض السيارات,فلسطين,,,,,,,,,,,,,,,,,
سيت ليون,2018,76000,"مُكيّف, إغلاق مركزي, جنطات مغنيسيوم, وسادة حماية هوائية",٣,للبيع فقط,نقدا فقط,4+1,90000,1200,الكتروني,عادي,فلسطينية,خصوصي,بنزين,أبيض عاجي,1035,1331,2365
كيا سول,2012,54000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد ثانيه,للبيع فقط,نقدا فقط,,90,1600,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أبيض عاجي,1340,1000,2340
هونداي تيراكان,2007,35000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",5,للبيع فقط,نقدا فقط,6+1,230000,3000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,رصاصي,1690,1000,2690
هونداي اكسنت,2021,118000,"مُكيّف, إغلاق مركزي, مسجل CD, وسادة حماية هوائية",0,للبيع فقط,إمكانية التقسيط,4+1,00000000,1600,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أسود,1340,2065,3405
مرسيدس فيانو,2007,45000,,,للبيع فقط,إمكانية التقسيط,7+1,,2200,الكتروني,اوتوماتيك,فلسطينية,عمومي,ديزل,برتقالي,1690,1000,2690
سكودا اوكتافيا,2011,60000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",00,للبيع أو التبديل,نقدا فقط,4+1,150,1600,الكتروني,عادي,فلسطينية,خصوصي,ديزل,سكني,1340,1050,2390
هونداي فيرنا,2006,37000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",٣,للبيع فقط,نقدا فقط,4+1,194045,1500,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,سكني,1035,1000,2035
جييب كرايسلر,2008,85000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد ثانية,للبيع فقط,إمكانية التقسيط,6+1,193000,2400,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,جيشي,1690,1488,3178
هونداي توسان,2014,86000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, وسادة حماية هوائية",4,للبيع أو التبديل,نقدا فقط,4+1,100000,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,أبيض,1340,1506,2845
فولكسفاجن ترانسبورتر,2005,50000,"إغلاق مركزي, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",,للبيع أو التبديل,إمكانية التقسيط,,,2500,الكتروني,عادي,فلسطينية,عمومي,ديزل,أسود ميتالك,1690,1000,2690
سكودا فابيا,2011,52000,"مُكيّف, إغلاق مركزي, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",يد ثانية,للبيع فقط,نقدا فقط,4+1,,1600,الكتروني,عادي,فلسطينية,خصوصي,ديزل,أسود,1340,1000,2340
هونداي كونا,2018,95000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",,للبيع فقط,إمكانية التقسيط,,50000,1600,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أبيض,1340,1663,3003
بيجو بارتنر,2017,75000,,يد اولى,للبيع أو التبديل,نقدا فقط,4+1,160,1600,الكتروني,عادي,فلسطينية,خصوصي,ديزل,فضي,1340,1313,2653
مرسيدس 220,2018,265000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",0,للبيع أو التبديل,إمكانية التقسيط,4+1,140000,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,أسود ميتالك,1340,4638,5978
سيت ليون,2017,12345,"مُكيّف, إغلاق مركزي, مسجل CD, جنطات مغنيسيوم",1,للبيع فقط,نقدا فقط,4+1,120000,1200,الكتروني,عادي,فلسطينية,خصوصي,بنزين,فيراني,1035,1000,2035
سكودا اوكتافيا,2008,52000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",3,للبيع أو التبديل,إمكانية التقسيط,4+1,200,1900,الكتروني,عادي,فلسطينية,خصوصي,ديزل,سكني,1340,1000,2340
فورد فيستا,2012,37000,"مُكيّف, إغلاق مركزي, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",٤,للبيع أو التبديل,نقدا فقط,4+1,124000,1250,الكتروني,عادي,فلسطينية,خصوصي,بنزين,فضي,1035,1000,2035
فولكسفاجن جيتا,2008,53000,"مُكيّف, إغلاق مركزي, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",3,للبيع فقط,نقدا فقط,4+1,750000,1900,الكتروني,عادي,فلسطينية,عمومي,ديزل,أبيض عاجي,1340,1000,2340
سكودا اوكتافيا,2014,93000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد",يد ثانيه,للبيع فقط,إمكانية التقسيط,4+1,154000,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,أبيض,1340,1628,2968
فورد فوكس,2004,25000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",يد أولى,للبيع أو التبديل,نقدا فقط,4+1,330000,1600,الكتروني,اوتوماتيك,فلسطينية,حكومي,بنزين,سكني,1340,1000,2340
معرض السيارات,فلسطين,,,,,,,,,,,,,,,,,
سكودا اوكتافيا,2014,74000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",,للبيع فقط,نقدا فقط,4+1,128000,1600,الكتروني,عادي,فلسطينية,خصوصي,ديزل,فضي,1340,1296,2635
معرض السيارات,فلسطين,,,,,,,,,,,,,,,,,
معرض السيارات,فلسطين,,,,,,,,,,,,,,,,,
هونداي سانتافيه,2019,176000,"مُكيّف, إغلاق مركزي, جهاز إنذار, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",0,للبيع أو التبديل,إمكانية التقسيط,6+1,,2200,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,فيراني,1690,3081,4770
معرض السيارات,فلسطين,,,,,,,,,,,,,,,,,
اوبل كورسا,2017,60000,"مُكيّف, إغلاق مركزي, مسجل CD, فتحة سقف, جنطات مغنيسيوم, وسادة حماية هوائية",٢,للبيع فقط,إمكانية التقسيط,4+1,70000,1400,الكتروني,عادي,فلسطينية,خصوصي,بنزين,سكني,1035,1050,2085
هونداي توسان,2013,75000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد ثانية,للبيع أو التبديل,نقدا فقط,4+1,,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,سكني,1340,1313,2653
فولكسفاجن بولو,2016,60000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, وسادة حماية هوائية",ثالثة,للبيع أو التبديل,نقدا فقط,4+1,80000,1200,الكتروني,عادي,فلسطينية,خصوصي,بنزين,فيراني,1035,1050,2085
كيا بيكانتو,2018,50000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",,للبيع فقط,نقدا فقط,4+1,,1000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,بيج,935,1000,1935
بيجو بارتنر,2018,74500,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, وسادة حماية هوائية",يد ثانيه,للبيع فقط,نقدا فقط,4+1,68000,1600,الكتروني,عادي,فلسطينية,خصوصي,ديزل,أبيض عاجي,1340,1304,2644
سوبارو عريض,1986,10000,,,للبيع فقط,نقدا فقط,4+1,,1600,يدوي,عادي,فلسطينية,خصوصي,بنزين,أبيض,670,500,1170
كيا سبورتاج,2017,113000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",,للبيع أو التبديل,نقدا فقط,4+1,95000,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,أبيض عاجي,1340,1978,3318
معرض السيارات,فلسطين,,,,,,,,,,,,,,,,,
كيا سيراتو,2017,73000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد اولى,للبيع أو التبديل,نقدا فقط,4+1,119000,1600,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,أسود ميتالك,1340,1278,2618
كيا سيراتو,2016,67000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",3,للبيع فقط,نقدا فقط,4+1,160,1600,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أسود,1340,1173,2513
رينو R9,1984,9000,,4,للبيع فقط,إمكانية التقسيط,4+1,1000,1100,يدوي,عادي,فلسطينية,خصوصي,بنزين,بيج,517,500,1017
فولكسفاجن باسات,1998,25000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",,للبيع فقط,نقدا فقط,4+1,,1900,الكتروني,عادي,فلسطينية,خصوصي,ديزل,أبيض عاجي,670,500,1170
سكودا اوكتافيا,2010,34000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",٥,للبيع فقط,نقدا فقط,4+1,,1900,الكتروني,عادي,فلسطينية,عمومي,ديزل,أبيض,1340,1000,2340
كيا 2005,2005,32000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد ثانيه,للبيع فقط,نقدا فقط,4+1,200000,1600,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,سكني,1340,1000,2340
هونداي i30,2008,43000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",٣,للبيع أو التبديل,نقدا فقط,3+1,,1600,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,أسود,1340,1000,2340
هونداي توسان,2019,130000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",غير منمرمستوردة,للبيع أو التبديل,نقدا فقط,4+1,45000,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,فيراني,1340,2275,3615
سيت ارونا,2019,98999,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",استيراد الماني,للبيع أو التبديل,إمكانية التقسيط,4+1,19000,1000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,ذهبي,935,1733,2668
بيجو 306,1997,14000,"إغلاق مركزي, مسجل CD, فرش جلد",,للبيع فقط,إمكانية التقسيط,4+1,1234,1900,الكتروني,عادي,فلسطينية,عمومي,ديزل,فضي,670,500,1170
هونداي سانتافيه,2018,150000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",اولى,للبيع فقط,نقدا فقط,6+1,,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,كحلي,1340,2626,3966
فولكسفاجن كادي,2008,60000,"مُكيّف, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",4,للبيع فقط,إمكانية التقسيط,6+1,315000,1900,الكتروني,عادي,فلسطينية,خصوصي,ديزل,أبيض,1340,1050,2390
فولكسفاجن GTI,2019,149999,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",2,للبيع فقط,نقدا فقط,4+1,32000,2000,الكتروني,اوتوماتيك,فلسطينية,خصوصي,بنزين,رمادي,1340,2625,3965
بيجو 107,2011,27000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, جنطات مغنيسيوم, وسادة حماية هوائية",,للبيع فقط,نقدا فقط,4+1,,1000,الكتروني,عادي,فلسطينية,خصوصي,بنزين,فضي,935,1000,1935
كيا سورينتو,2014,120000,"مُكيّف, إغلاق مركزي, جهاز إنذار, مسجل CD, فتحة سقف, جنطات مغنيسيوم, فرش جلد, وسادة حماية هوائية",يد ثانية,للبيع فقط,نقدا فقط,6+1,140000,2200,الكتروني,اوتوماتيك,فلسطينية,خصوصي,ديزل,فيراني,1690,2100,3790
